CanonicalSMILES,CID
C1=CC(=CC=C1C2=NN(C=C2)CCO)C(F)(F)F,142212362
C1=CC(=CC=C1C2=NN(C=C2)CCO)F,69412811
C1=CC(=CC=C1C2=NN(C=C2C3=CC(=NC=C3)F)CCO)F,22037563
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)C(C(O)(O)O)(O)O)F,142942799
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)C(CF)CF)F,90465287
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CC#N)F,90465070
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CC(=O)O)F,22953648
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CC(CO)O)F,67107071
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CC(F)(F)F)F,67106483
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CC(F)F)F,90465295
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CC4=CC=NC=C4)F,67105943
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CCC#N)F,67107613
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CCCC(=O)N)F,57279375
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CCCC(=O)O)F,67106631
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CCO)F,22037621
C1=CC(=CC=C1C2=NN(C=C2C3=CC=NC=C3)CCOC(F)(F)F)F,67107694
C1=CC(=CC=C1C2=NN(C=C2C3=CN=NC=C3)CCO)F,140011280
C1=CC(=CC=C1C2=NN(C=C2C3=NC=NC=C3)CCO)F,22037744
C1=CC(=CC=C1C2=NNN=C2C3=CC=NC=C3)F,22725982
C1=CC(=CC=C1C=CC2=NC=CC(=C2)C3=CN(N=C3C4=CC=C(C=C4)F)CCO)F,22037669
C1=CC(=CC=C1CC(=N)CCN2C=C(C=N2)C3=CC4=C(C=C3)C=NC=C4)C(F)(F)F,143747614
C1=CC(=CC=C1CC(CN2C(=CC=N2)C3=CC=NC=C3)O)C(F)(F)F,109411909
C1=CC(=CC=C1CC2=C(C=NC=C2)C3=NN(N=N3)CCO)C(F)(F)F,161663355
C1=CC(=CC=C1CC2=CC(=NN2CC#CO)C3=CC=NC=C3)F,143603491
C1=CC(=CC=C1CC2=CC(=NN2CC(=O)O)C3=CC=NC=C3)F,67092525
C1=CC(=CC=C1CC2=CC(=NN2CC=O)C3=CC=NC=C3)F,143603531
C1=CC(=CC=C1CC2=CC(=NN2CCCO)C3=CC=NC=C3)F,67092228
C1=CC(=CC=C1CC2=CC(=NN2CCO)C3=CC=NC=C3)F,67092297
C1=CC(=CC=C1CC2=NN(C(=C2)C3=CC=NC=C3)CCO)F,67092592
C1=CC(=CC=C1CC2=NNN=N2)C3=CN(N=C3C4=CC=NC=C4)CCO,117906859
C1=CC(=CC=C1CCC2=NC=CC(=C2)C3=CN(N=C3C4=CC=C(C=C4)F)CCO)F,22037535
C1=CC(=CC=C1CN2C(=CC=N2)C3=CC=NC=C3)C(F)(F)F,56587404
C1=CC(=CC=C1CN2C(=CC=N2)C3=CC=NC=C3)CO,110005988
C1=CC(=CC=C1CN2C=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)F,67107239
C1=CC(=CC=C1CN2C=C(C=N2)CO)C3=C(C=NC=C3)N,166351926
C1=CC(=CC=C1CN2C=CC(=N2)C3=CC=NC=C3)C#N,99964699
C1=CC(=CC=C1CNCC2=CC=NC=C2)C3=CC=NN3,61240978
C1=CC(=CC=C1CNS(=O)(=O)C(F)(F)F)C2=CN(N=C2C3=CC=NC=C3)CCO,117906441
C1=CC(=CC=C1CO)C2=NC=CC(=C2)C3=NN(C=C3)CCN,141093801
C1=CC(=CC=C1CS(=O)(=O)NC(F)(F)F)C2=CN(N=C2C3=CC=NC=C3)CCO,117906478
C1=CC(=CN=C1)C2=C(C=NN2)C3=CC=C(C=C3)CCN,39222330
C1=CC(=CN=C1)C2=C(C=NN2)C3=CC=C(C=C3)CN,39222324
C1=CC(=CN=C1)C2=C(C=NN2)CN(CCCO)CCO,109932621
C1=CC(=CN=C1)C2=C(C=NN2)CNC(CO)(CO)CO,107851003
C1=CC(=CN=C1)C2=C(C=NN2)CNC(CO)CO,65312824
C1=CC(=CN=C1)C2=C(C=NN2)CNCCCO,43770615
C1=CC(=CN=C1)C2=C(C=NN2)CNCCO,43774113
C1=CC(=CN=C1)C2=CC=C(C=C2)C3=CC=NN3,156162512
C1=CC(=CN=C1)C2=CN(N=C2)CCO,121213942
C1=CC(=CN=C1)C2=CN(N=N2)CC3=CC=C(C=C3)CCO,117685692
C1=CC(=CN=C1)C2=NN(C=C2)CC(=O)O,121211768
C1=CC(=CN=C1)C2=NN(C=C2)CC3=CC=C(C=C3)C#N,99964682
C1=CC(=CN=C1)C2=NN(C=C2)CCN3C=CC(=N3)C4=CC(=C(C=C4)C#N)C#N,141292753
C1=CC(=CN=C1)C2=NN(C=C2)CCO,22715657
C1=CC(=CN=C1)C2=NN(C=C2)CO,121211766
C1=CC(=CN=C1)C2=NN(C=C2)O,142628392
C1=CC(=CN=C1)C2=NN(C=C2C3=CC=NC=C3)CCF,141326215
C1=CC(=CN=C1)C2=NN(C=C2CCO)CC#N,121213867
C1=CC(=CN=C1)CCC2=NN(C=C2)C3=CC=C(C=C3)N,53811705
C1=CC(=CN=C1)CCN2C=C(C=N2)C3=CC=C(C=C3)N,63328000
C1=CC(=CN=C1)CCNCC(CN2C=CC=N2)O,54937564
C1=CC(=CN=C1)CCNCC2=CN(N=C2)CCO,64830759
C1=CC(=CN=C1)CN(CCN2C=CC=N2)CCO,112307732
C1=CC(=CN=C1)CN(CCO)CC2=C(NN=C2)C3=CC=C(C=C3)Cl,16677351
C1=CC(=CN=C1)CN(CCO)CC2=C(NN=C2)C3=CC=C(C=C3)F,109932158
C1=CC(=CN=C1)CN(CCO)CC2=CC=C(C=C2)N3C=CC=N3,112307760
C1=CC(=CN=C1)CN(CCO)CC2=CN(N=C2)C3=CC=C(C=C3)Cl,109932108
C1=CC(=CN=C1)CN(CCO)CC2=CN(N=C2)C3=CC=C(C=C3)F,109932219
C1=CC(=CN=C1)CN(CCO)CC2=NN(C=C2)C3=CC=C(C=C3)F,112307945
C1=CC(=CN=C1)CN2C=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4,67106769
C1=CC(=CN=C1)CNCC2=CC=C(C=C2)C3=CC=NN3,61240785
C1=CC(=CN=C1)CNCC2=CN(N=C2)CCO,64830540
C1=CC(=NC(=C1)Br)C2=CN(N=C2)CCO,59526026
C1=CC(=NC(=C1)C#CCCN2C=C(C=N2)C3=CC=C(C=C3)F)CF,66598462
C1=CC(=NN=C1)C2=CC(=C(C=C2C#N)C3=CC=NC=C3)C#N,130311514
C1=CC(N2C(=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)C1O)O,140268719
C1=CC2=C(C(=C1)CN(CCO)CC3=CN=CC=C3)NN=C2,109932131
C1=CC2=C(C(=C1)CNCC(CN3C=CC=N3)O)N=CC=C2,81428186
C1=CC2=C(C(=C1)CNCC3=CN(N=C3)CCO)N=CC=C2,81426919
C1=CC2=C(C=C1CC3=CC(=CN=C3)F)C(=NN2)C=CC4=CN(N=C4)CCO,164944576
C1=CC2=C(C=CC(=C2)CN3C4=C(C=CC(=C4)C5=CN(N=C5)CCO)C=N3)N=C1,71739810
C1=CC2=C(C=CC(=C2)CN3C=C4C=CC(=CC4=N3)C5=CN(N=C5)CCO)N=C1,71739815
C1=CC2=C(C=CC=N2)C(=C1)NCC3=CN(N=C3)CCO,64828958
C1=CC2=C(C=CN2)C=C1C3=CN(N=C3C4=CC=NC=C4)CCO,11565727
C1=CC2=C(C=CN=C2)C(=C1)C3=CN(N=C3C4=CC=NC=C4)CCO,141168291
C1=CC2=C(C=CN=C2)C(=C1)C3=NN(C=C3)CCN,67173491
C1=CC2=C(C=CN=C2)C(=C1)NCC3=CN(N=C3)CCO,64828789
C1=CC2=C(C=CNC2=O)C(=C1)C3=CN(N=C3C4=CC=NC=C4)CCO,68925152
C1=CC2=C(C=NC=C2)C(=C1)NCC3=CN(N=C3)CCO,80431952
C1=CC2=C(C=NN2C=C1)C#CCO,69293436
C1=CC2=C(C=NN2C=C1)C(CO)N=[N+]=[N-],165612481
C1=CC2=C(C=NN2C=C1)C3=CC=C(C=C3)C#N,102451212
C1=CC2=C(C=NN2C=C1)C3=CC=C(C=C3)C(F)(F)F,141417125
C1=CC2=C(C=NN2C=C1)C3=CC=C(C=C3)F,102451203
C1=CC2=C(C=NN2C=C1)C3=CC=C(C=C3)NCCO,71242935
C1=CC2=C(C=NN2C=C1)C3=CC=CC(=C3)C#N,102451213
C1=CC2=C(C=NN2C=C1)C3=CN=NC=C3,121219599
C1=CC2=C(C=NN2C=C1)C=CCO,165978931
C1=CC2=C(C=NN2C=C1)CC#CO,69293437
C1=CC2=C(C=NN2C=C1)CCCO,165652871
C1=CC2=C(C=NN2C=C1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,53364354
C1=CC2=C(C=NN2C=C1)CCO,117273690
C1=CC2=C(C=NN2C=C1)CNC(CO)(CO)CO,107850563
C1=CC2=C(C=NN2C=C1)CNC(CO)CO,65315172
C1=CC2=C(C=NN2C=C1)CNC3=CC=C(C=C3)CCO,63315262
C1=CC2=C(C=NN2C=C1)CNC3=CC=CC(=C3)CCCO,104046955
C1=CC2=C(C=NN2C=C1)CNCCO,63311879
C1=CC2=C(C=NN2N=C1)C3=CC=NC=C3,155540344
C1=CC2=CC(=CC(=C2N=C1)C3=CN(N=C3)CCO)F,121511847
C1=CC2=CC3=CC(=NN3C=C2C=C1)C4=CC=C(C=C4)C5=CC(=CC=C5)C6=CC=NC=C6,129040338
C1=CC2=CC3=CC=NN3C=C2C=C1,141768114
C1=CC2=CN=C(C=C2C=C1C3=CN(N=C3)CC(CO)O)Cl,89995626
C1=CC2=CNNC=C2C(=C1)C3=CN(N=C3C4=CC=NC=C4)CCO,141168293
C1=CC2=NC=CC(=C2C=C1C3=CC(=CN=C3)S)C4=CN(N=C4)CCO,69190869
C1=CC=C(C(=C1)C(CN2C(=CC=N2)C3=CC=NC=C3)O)F,75432725
C1=CC=C(C(=C1)C2=C(C=NN2)CN(CCO)CC3=CN=CC=C3)F,109932150
C1=CC=C(C(=C1)C2=C3C=CC=CN3N=C2)F,132523161
C1=CC=C(C(=C1)C2=CC(=C(C=C2)C3=CN=C(C=N3)N)F)C4=CN(N=C4)CCO,90329813
C1=CC=C(C(=C1)C2=CC=C(C=C2)CN3C=CC=N3)C4=CN=CC=C4,69711269
C1=CC=C(C(=C1)C2=CC=CC=N2)N3C=CC=N3,124106805
C1=CC=C(C(=C1)C2=CN(N=C2)CCC3=CC=CC=N3)N,63338339
C1=CC=C(C(=C1)C2=CN(N=C2)CCC3=CC=NC=C3)N,63338297
C1=CC=C(C(=C1)C2=CN(N=C2)CCC3=CN=CC=C3)N,63338563
C1=CC=C(C(=C1)C2=CN(N=C2)CCO)N(O)[O-],20850208
C1=CC=C(C(=C1)C2=NC=CC(=C2)C3=CC(=CN=C3)C4=CN(N=C4)CCCO)F,56597335
C1=CC=C(C(=C1)C2=NC=CC(=C2)C3=CC(=CN=C3)C4=CN(N=C4)CCO)F,56597607
C1=CC=C(C(=C1)C2=NC=CC(=C2)C3=CN=CC(=N3)C4=CN(N=C4)CCO)F,56597753
C1=CC=C(C(=C1)CC(CN2C(=CC=N2)C3=CC=NC=C3)O)C(F)(F)F,109411943
C1=CC=C(C(=C1)CC2=CC=CC=C2C3=CC=C(C=C3)N4C=CC=N4)C5=CC=C(C=C5)C6=CC=CC=N6,162257218
C1=CC=C(C(=C1)CN2C(=CC(=N2)C3=CC=CC=N3)C(=NO)N)F,136450777
C1=CC=C(C(=C1)CN2C(=CC=N2)C3=CC=NC=C3)C#N,60256746
C1=CC=C(C(=C1)CN2C=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)F,67106980
C1=CC=C(C(=C1)CN2C=C(C=N2)C3=CC=CC=N3)C#N,57795238
C1=CC=C(C(=C1)CN2C=C(C=N2)C3=CC=CC=N3)F,22015496
C1=CC=C(C(=C1)CN2C=CC(=N2)C3=CC=CC=N3)C#N,99964665
C1=CC=C(C(=C1)CN2C=CC(=N2)C3=CC=CC=N3)C(F)(F)F,121566191
C1=CC=C(C(=C1)CN2C=CC(=N2)C3=CC=CC=N3)CN4C=CC(=N4)C5=CC=CC=N5,12124970
C1=CC=C(C(=C1)CN2C=CC(=N2)C3=CC=NC=C3)C#N,99964697
C1=CC=C(C(=C1)CN2C=CC(=N2)C3=CN=CC=C3)C#N,99964680
C1=CC=C(C(=C1)CNCC2=C(NN=C2)C3=CN=CC=C3)CN4C=CC=N4,86808454
C1=CC=C(C(=C1)CNCC2=C(NN=C2)C3=CN=CC=C3)CO,47626559
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=C(C=N4)C5=CC=CC=N5,142780193
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=CC(=N4)C5=CC=CC=N5,22031676
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=CC(=N4)C5=CC=NC=C5,15010857
C1=CC=C(C=C1)C(C2=CC=CC=N2)NC3=CN(N=C3)CCO,110011573
C1=CC=C(C=C1)C(C2=CC=CC=N2)NCCN3C=CC=N3,61459557
C1=CC=C(C=C1)C(C2=CC=NC=C2)NC3=CN(N=C3)CCO,110011578
C1=CC=C(C=C1)C(CCCO)NCC2=C(NN=C2)C3=CN=CC=C3,111449770
C1=CC=C(C=C1)C(CN2C(=CC=N2)C3=CC=NC=C3)O,109411944
C1=CC=C(C=C1)C(CN2C=CC(=N2)C3=CC(=CC=C3)C4=NC=CC(=C4)C#N)O,28392163
C1=CC=C(C=C1)C(CN2C=CC(=N2)C3=CC=CC(=C3)C4=CN=CC=C4)O,28359904
C1=CC=C(C=C1)C(CO)NCC2=C3C=CC=CN3N=C2,63315179
C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=C2C=C(C=C4)C5=C6C=C7C=CC=CC7=CN6N=C5)C8=CC=CC=C8,129040417
C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=C2C=C(C=C4)C5=CC=C(C=C5)C6=NN7C=C8C=CC=CC8=CC7=C6)C9=CC=CC=C9,129040361
C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=C2C=C(C=C4)C5=NN6C=C7C=CC=CC7=CC6=C5)C8=CC=CC=C8,129040294
C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=CC=CC=C3)C4=NC=C(C=C4)N5C=CC=N5,134286211
C1=CC=C(C=C1)C2=C(C=NN2C3=CC=NC=C3)CN,61368343
C1=CC=C(C=C1)C2=C(N(N=C2)C3=CC=CC=C3)C4=CN=CC=C4,34178890
C1=CC=C(C=C1)C2=C(N(N=C2)CCO)C3=CC=NC=C3,20594016
C1=CC=C(C=C1)C2=C(N(N=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CN=CC=C5,13812788
